,host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
3066,97%,,1068.0,4,Entire home/apt,2.0,1.0,2.0,229.0,$175.00,,92,1125,0,42.360279999999996,-71.06493,Boston,MA 02114,MA
3067,100%,,2.0,2,Entire home/apt,1.0,1.0,0.0,150.0,,,1,180,6,42.31647,-71.10133,Boston,02119,MA
3068,98%,,3.0,4,Entire home/apt,1.0,1.0,3.0,239.0,$89.00,$299.00,2,1125,17,42.35197,-71.05986,Boston,02111,MA
3069,98%,,3.0,5,Entire home/apt,2.0,1.0,3.0,298.0,$89.00,$295.00,2,1125,15,42.351659999999995,-71.05996999999999,Boston,02111,MA
3070,99%,,22.0,2,Entire home/apt,0.0,1.0,1.0,169.0,$60.00,$0.00,2,1125,15,42.35218,-71.04019,Boston,02210,MA
3071,99%,,12.0,1,Private room,1.0,1.0,1.0,100.0,$45.00,$300.00,2,1125,12,42.349470000000004,-71.07054000000001,Boston,02116,MA
3072,100%,,1.0,8,Entire home/apt,3.0,1.0,4.0,250.0,$80.00,$0.00,2,14,17,42.32261,-71.05971,Boston,02125,MA
3073,99%,,12.0,1,Private room,1.0,1.0,1.0,100.0,$45.00,$300.00,2,1125,14,42.34895,-71.07036,Boston,02116,MA
3074,99%,,12.0,1,Private room,1.0,1.0,1.0,100.0,$45.00,$300.00,2,1125,12,42.35204,-71.07098,Boston,02116,MA
3075,99%,,12.0,2,Entire home/apt,1.0,1.0,1.0,140.0,$55.00,$300.00,2,1125,19,42.34903,-71.07032,Boston,02116,MA
3076,100%,,1.0,8,Entire home/apt,3.0,2.5,4.0,800.0,$150.00,$0.00,91,1125,0,42.37944,-71.06336,Boston,02129,MA
3077,96%,,95.0,1,Private room,1.0,2.0,0.0,55.0,,,91,1125,0,42.32152,-71.08937,Boston,02119,MA
3078,96%,,95.0,1,Private room,1.0,2.0,1.0,50.0,,,91,1125,0,42.322359999999996,-71.08877,Boston,02119,MA
3079,96%,,95.0,1,Private room,1.0,2.0,1.0,50.0,,,91,1125,0,42.321059999999996,-71.08937,Boston,02119,MA
3080,96%,,95.0,1,Private room,1.0,2.0,1.0,60.0,,,91,1125,0,42.322540000000004,-71.08722,Boston,02119,MA
3081,100%,,7.0,1,Private room,1.0,1.0,0.0,45.0,$25.00,$105.00,29,1125,0,42.313790000000004,-71.09924000000001,Boston,02130,MA
3082,97%,,1068.0,2,Entire home/apt,1.0,1.0,1.0,98.0,$150.00,,92,1125,0,42.36707,-71.04097,Boston,MA 02128,MA
3083,98%,,0.0,2,Private room,1.0,1.0,1.0,50.0,,,1,1125,22,42.31176,-71.06291,Boston,02125,MA
3084,98%,,0.0,2,Private room,1.0,1.0,1.0,52.0,,,1,1125,19,42.3133,-71.06418000000001,Boston,02125,MA
3085,100%,,29.0,2,Entire home/apt,1.0,1.0,1.0,144.0,$95.00,$400.00,2,1125,6,42.36081,-71.06498,Boston,02114,MA
3086,100%,,7.0,4,Entire home/apt,1.0,1.0,2.0,149.0,$70.00,$150.00,1,1125,4,42.3495,-71.09083000000001,Boston,02215,MA
3087,100%,,5.0,6,Entire home/apt,3.0,2.0,3.0,180.0,$160.00,$0.00,28,1100,6,42.38293,-71.01567,Boston,02128,MA
3088,100%,,13.0,1,Private room,1.0,2.0,2.0,62.0,$150.00,$500.00,32,1125,0,42.334720000000004,-71.05453,Boston,02127,MA
3089,100%,,0.0,1,Private room,1.0,1.0,0.0,52.0,$100.00,$600.00,29,1125,0,42.3497,-71.14173000000001,Boston,02135,MA
3090,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,25,42.351929999999996,-71.12358,Boston,02215,MA
3091,92%,,3.0,2,Private room,1.0,2.0,1.0,35.0,$50.00,$100.00,2,30,8,42.31723,-71.05198,Boston,02125,MA
3092,90%,,1.0,4,Entire home/apt,1.0,1.0,2.0,143.0,$20.00,,1,1125,17,42.36847,-71.03548,Boston,02128,MA
3093,95%,,27.0,3,Entire home/apt,1.0,1.0,1.0,399.0,$99.00,$0.00,1,1125,5,42.34193,-71.08308000000001,Boston,02115,MA
3094,100%,,3.0,2,Private room,1.0,1.0,1.0,175.0,,,2,14,5,42.33644,-71.04448000000001,Boston,02127,MA
3095,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,11,42.35232,-71.12519,Boston,02215,MA
3096,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,15,42.35216,-71.12517,Boston,02215,MA
3097,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,15,42.3526,-71.12495,Boston,02215,MA
3098,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,10,42.3525,-71.12389,Boston,02215,MA
3099,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,22,42.35115,-71.12521,Boston,02215,MA
3100,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,13,42.35194,-71.12512,Boston,02215,MA
3101,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,18,42.3521,-71.12544,Boston,02215,MA
3102,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,16,42.35212,-71.12356,Boston,02215,MA
3103,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,11,42.35087,-71.12567,Boston,02215,MA
3104,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,14,42.35198,-71.12495,Boston,02215,MA
3105,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,200.0,$25.00,$200.00,1,1125,19,42.35239,-71.12501,Boston,02215,MA
3106,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,16,42.35267,-71.1238,Boston,02215,MA
3107,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,16,42.35198,-71.12495,Boston,02215,MA
3108,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,17,42.35245,-71.12354,Boston,02215,MA
3109,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,12,42.351820000000004,-71.12366999999999,Boston,02215,MA
3110,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,6,42.35118,-71.12516,Boston,02215,MA
3111,100%,,48.0,2,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,10,42.35199,-71.1238,Boston,02215,MA
3112,100%,,48.0,2,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,13,42.351820000000004,-71.12405,Boston,02215,MA
3113,100%,,48.0,2,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,10,42.35127,-71.1258,Boston,02215,MA
3114,100%,,48.0,2,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,15,42.35263,-71.12546,Boston,02215,MA
3115,100%,,48.0,2,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,8,42.352470000000004,-71.12513,Boston,02215,MA
3116,100%,,48.0,2,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,13,42.352140000000006,-71.1236,Boston,02215,MA
3117,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,14,42.35181,-71.12423000000001,Boston,02215,MA
3118,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,14,42.352109999999996,-71.12361,Boston,02215,MA
3119,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,11,42.35198,-71.12585,Boston,02215,MA
3120,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,131.0,$25.00,$200.00,1,1125,20,42.35253,-71.12572,Boston,02215,MA
3121,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,14,42.35256,-71.12358,Boston,02215,MA
3122,100%,,48.0,2,Entire home/apt,1.0,1.0,1.0,133.0,$25.00,$200.00,1,1125,21,42.352109999999996,-71.12439,Boston,02215,MA
3123,100%,,48.0,2,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,12,42.35228,-71.12445,Boston,02215,MA
3124,100%,,48.0,2,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,12,42.35106,-71.12532,Boston,02215,MA
3125,100%,,48.0,2,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,13,42.35105,-71.12576,Boston,02215,MA
3126,100%,,48.0,3,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,15,42.35174,-71.12572,Boston,02215,MA
3127,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,12,42.35215,-71.12425999999999,Boston,02215,MA
3128,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,13,42.352470000000004,-71.1236,Boston,02215,MA
3129,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,18,42.35093,-71.12572,Boston,02215,MA
3130,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,147.0,$25.00,$200.00,1,1125,11,42.35228,-71.1243,Boston,02215,MA
3131,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,147.0,$25.00,$200.00,1,1125,20,42.35252,-71.12379,Boston,02215,MA
3132,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,147.0,$25.00,$200.00,1,1125,20,42.35236,-71.12413000000001,Boston,02215,MA
3133,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,18,42.35192,-71.12404000000001,Boston,02215,MA
3134,100%,,48.0,4,Entire home/apt,1.0,1.0,1.0,147.0,$25.00,$200.00,1,1125,15,42.35264,-71.12385,Boston,02215,MA
3135,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,147.0,$25.00,$200.00,1,1125,18,42.351859999999995,-71.12534000000001,Boston,02215,MA
3136,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,147.0,$25.00,$200.00,1,1125,24,42.35241,-71.12526,Boston,02215,MA
3137,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,133.0,$25.00,$200.00,1,1125,21,42.35225,-71.12445,Boston,02215,MA
3138,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,147.0,$25.00,$200.00,1,1125,14,42.35245,-71.1237,Boston,02215,MA
3139,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,147.0,$25.00,$200.00,1,1125,25,42.3527,-71.1255,Boston,02215,MA
3140,90%,,1.0,1,Shared room,1.0,2.0,1.0,27.0,$15.00,$500.00,91,1125,2,42.31847,-71.08209000000001,Boston,02119,MA
3141,100%,,0.0,2,Entire home/apt,0.0,1.0,1.0,169.0,$59.00,$0.00,3,1125,13,42.3324,-71.10167,Boston,02120,MA
3142,100%,,15.0,1,Shared room,1.0,2.0,5.0,65.0,$30.00,,1,1125,4,42.32564,-71.10501,Boston,02130,MA
3143,95%,,27.0,3,Entire home/apt,1.0,1.0,1.0,299.0,$99.00,$0.00,2,1125,3,42.342490000000005,-71.08326,Boston,02115,MA
3144,95%,,27.0,3,Entire home/apt,1.0,1.0,1.0,299.0,$99.00,$0.00,1,1125,3,42.34253,-71.08338,Boston,02115,MA
3145,95%,,27.0,3,Entire home/apt,0.0,1.0,1.0,299.0,$99.00,$0.00,2,1125,11,42.343920000000004,-71.08193,Boston,02115,MA
3146,97%,,1068.0,2,Entire home/apt,1.0,1.0,1.0,110.0,$150.00,,92,1125,0,42.35933,-71.05341999999999,Boston,MA 02109,MA
3147,97%,,1068.0,2,Entire home/apt,0.0,1.0,1.0,96.0,$150.00,,92,1125,0,42.34238,-71.08261,Boston,MA 02115,MA
3148,100%,,48.0,4,Entire home/apt,1.0,1.0,2.0,146.0,$25.00,$200.00,1,1125,22,42.35205,-71.12525,Boston,02215,MA
3149,100%,,1.0,7,Entire home/apt,2.0,1.0,5.0,150.0,$99.00,$450.00,33,1125,12,42.34152,-71.09131,Boston,02115,MA
3150,100%,,2.0,7,Entire home/apt,2.0,2.0,3.0,199.0,$0.00,$0.00,1,28,12,42.38193,-71.03713,Boston,02128,MA
3151,,,,2,Private room,1.0,2.0,1.0,45.0,$28.00,$100.00,91,301,3,42.31601,-71.09059,Boston,02121,MA
3152,,,,2,Private room,1.0,2.0,1.0,45.0,$28.00,$100.00,2,28,2,42.3164,-71.09145,Boston,02121,MA
3153,94%,,25.0,4,Entire home/apt,1.0,1.0,0.0,120.0,$150.00,$250.00,32,90,0,42.33999,-71.15146,Boston,02135,MA
3154,95%,,27.0,3,Entire home/apt,1.0,1.0,1.0,299.0,$99.00,$0.00,1,1125,7,42.343740000000004,-71.08108,Boston,02115,MA
3155,95%,,27.0,3,Entire home/apt,1.0,1.0,1.0,299.0,$99.00,$0.00,1,1125,5,42.3424,-71.08286,Boston,02115,MA
3156,,,,2,Private room,1.0,2.0,1.0,50.0,$28.00,$100.00,28,31,1,42.316959999999995,-71.09000999999999,Boston,02121,MA
3157,,,,2,Private room,1.0,2.0,1.0,45.0,$28.00,$100.00,29,30,0,42.31586,-71.09092,Boston,02121,MA
3158,97%,,1068.0,2,Entire home/apt,1.0,1.0,1.0,97.0,$150.00,,92,1125,0,42.35132,-71.08949,Boston,MA 02215,MA
3159,100%,,0.0,2,Private room,1.0,2.0,1.0,99.0,$27.00,,1,1125,0,42.35093,-71.13467,Boston,02134,MA
3160,,,0.0,4,Entire home/apt,2.0,2.0,2.0,699.0,,,91,1125,0,42.33597,-71.06879,Boston,02118,MA
3161,100%,,0.0,5,Entire home/apt,2.0,2.0,3.0,171.0,$75.00,$0.00,1,180,19,42.330859999999994,-71.09688,Boston,02120,MA
3162,100%,,1.0,4,Entire home/apt,1.0,1.0,2.0,122.0,$100.00,$0.00,91,1125,0,42.34922,-71.16382,Boston,02135,MA
3163,97%,,1068.0,2,Entire home/apt,0.0,1.0,1.0,60.0,$150.00,,92,1125,0,42.36862,-71.05393000000001,Boston,MA 02109,MA
3164,100%,,5.0,7,Entire home/apt,3.0,2.0,4.0,349.0,,,91,1125,0,42.33014,-71.09912,Boston,02120,MA
3165,100%,,1.0,3,Entire home/apt,0.0,1.0,0.0,197.0,$50.00,,2,120,1,42.3535,-71.07531999999999,Boston,02116,MA
3166,100%,,22.0,10,Entire home/apt,5.0,1.0,5.0,425.0,$45.00,$0.00,1,1125,1,42.32362,-71.1087,Boston,02130,MA
3167,100%,,22.0,2,Private room,1.0,1.0,1.0,75.0,$10.00,$0.00,1,1125,12,42.32308,-71.10892,Boston,02130,MA
3168,100%,,22.0,2,Private room,1.0,1.0,1.0,75.0,$10.00,$0.00,1,30,9,42.32197,-71.10999,Boston,02130,MA
3169,100%,,22.0,2,Private room,1.0,1.0,1.0,75.0,$10.00,$0.00,1,1125,6,42.32354,-71.11,Boston,02130,MA
3170,100%,,22.0,2,Private room,1.0,1.0,1.0,75.0,$10.00,$0.00,1,1125,7,42.32189,-71.10998000000001,Boston,02130,MA
3171,100%,,22.0,2,Private room,1.0,1.0,1.0,75.0,$10.00,$0.00,1,1125,8,42.322540000000004,-71.11004,Boston,02130,MA
3172,95%,,3.0,3,Entire home/apt,1.0,1.0,1.0,139.0,$60.00,$500.00,28,1125,0,42.351890000000004,-71.06491,Boston,02116,MA
3173,100%,,4.0,2,Private room,1.0,1.5,1.0,80.0,,,1,1125,22,42.30939,-71.06642,Boston,02125,MA
3174,75%,,5.0,1,Private room,1.0,1.0,1.0,60.0,,,91,1124,0,42.342890000000004,-71.15373000000001,Boston,02135,MA
3175,100%,,0.0,2,Private room,1.0,2.0,0.0,99.0,$27.00,,1,1125,0,42.3505,-71.13538,Boston,02134,MA
3176,100%,,0.0,2,Private room,1.0,2.0,0.0,99.0,$27.00,,1,1125,1,42.35133,-71.13465,Boston,02134,MA
3177,96%,,0.0,6,Entire home/apt,2.0,2.5,2.0,400.0,$100.00,$500.00,2,120,15,42.34908,-71.09403,Boston,02215,MA
3178,100%,,0.0,2,Private room,1.0,2.0,1.0,99.0,$27.00,$0.00,1,1125,0,42.350840000000005,-71.13629,Boston,02134,MA
3179,100%,,0.0,2,Private room,1.0,2.0,1.0,99.0,$26.00,$0.00,1,1125,0,42.3504,-71.13488000000001,Boston,02134,MA
3180,100%,,26.0,2,Private room,1.0,1.0,1.0,130.0,$30.00,$0.00,2,7,8,42.34337,-71.07551,Boston,02118,MA
3181,100%,,6.0,2,Private room,1.0,2.0,0.0,99.0,$24.00,$0.00,1,1125,0,42.34956,-71.13587,Boston,02134,MA
3182,100%,,6.0,2,Private room,1.0,2.0,0.0,50.0,$26.00,$0.00,1,1125,0,42.34926,-71.13483000000001,Boston,02134,MA
3183,100%,,6.0,2,Private room,1.0,2.0,0.0,50.0,$25.00,$0.00,1,1125,0,42.34989,-71.13501,Boston,02134,MA
3184,80%,,1.0,10,Entire home/apt,2.0,1.0,4.0,198.0,$80.00,,91,1125,8,42.34961,-71.14112,Boston,02135,MA
3185,99%,,12.0,2,Entire home/apt,1.0,1.0,0.0,140.0,$55.00,$300.00,2,1125,18,42.34912,-71.07185,Boston,02116,MA
3186,97%,,1068.0,2,Entire home/apt,0.0,1.0,1.0,104.0,$150.00,,92,1125,0,42.36275,-71.0529,Boston,MA 02113,MA
3187,99%,,12.0,2,Entire home/apt,0.0,1.0,0.0,140.0,$55.00,$300.00,2,1125,14,42.34944,-71.07095,Boston,02116,MA
3188,99%,,12.0,2,Private room,1.0,1.0,0.0,119.0,$55.00,$300.00,2,1125,9,42.3494,-71.06868,Boston,02116,MA
3189,100%,,10.0,10,Entire home/apt,4.0,2.0,5.0,575.0,$225.00,,2,27,0,42.30056,-71.0627,Boston,02122,MA
3190,97%,,1068.0,3,Entire home/apt,2.0,1.0,2.0,88.0,$175.00,,92,1125,0,42.36672,-71.0581,Boston,MA 02113,MA
3191,100%,,1.0,2,Private room,1.0,1.0,1.0,54.0,$25.00,,91,1125,13,42.30914,-71.04884,Boston,02125,MA
3192,99%,,678.0,6,Entire home/apt,3.0,2.0,3.0,279.0,$100.00,$0.00,28,1125,0,42.330740000000006,-71.11261,Boston,02115,MA
3193,97%,,1068.0,2,Entire home/apt,0.0,1.0,1.0,76.0,$150.00,,92,1125,0,42.36809,-71.05339000000001,Boston,MA 02109,MA
3194,97%,,1068.0,2,Entire home/apt,1.0,1.0,1.0,95.0,$150.00,,92,1125,0,42.34203,-71.08291,Boston,MA 02115,MA
3195,97%,,1068.0,2,Entire home/apt,1.0,1.0,1.0,82.0,$150.00,,92,1125,0,42.35093,-71.08991999999999,Boston,MA 02115,MA
3196,100%,,1.0,1,Private room,1.0,1.0,1.0,240.0,,,2,1125,0,42.341429999999995,-71.06503000000001,Boston,02118,MA
3197,97%,,1068.0,2,Entire home/apt,1.0,1.0,1.0,204.0,$150.00,,92,1125,0,42.35066,-71.08153,Boston,MA 02116,MA
3198,100%,,10.0,4,Private room,1.0,2.0,0.0,95.0,$45.00,,2,45,0,42.298559999999995,-71.06081999999999,Boston,02122,MA
3199,100%,,29.0,2,Entire home/apt,1.0,1.0,1.0,161.0,$95.00,$400.00,2,1125,0,42.3609,-71.06348,Boston,02114,MA
3200,100%,,29.0,2,Entire home/apt,1.0,1.0,1.0,161.0,$95.00,$400.00,2,1125,0,42.36074,-71.06323,Boston,02114,MA
3201,100%,,29.0,2,Entire home/apt,1.0,1.0,1.0,155.0,$95.00,$400.00,2,1125,0,42.35873,-71.06336999999999,Boston,02114,MA
3202,100%,,0.0,6,Entire home/apt,3.0,2.0,3.0,200.0,$150.00,$0.00,2,15,7,42.34545,-71.13873000000001,Boston,02135,MA
3203,90%,,3.0,2,Private room,1.0,1.0,1.0,125.0,$50.00,$100.00,91,1125,0,42.27899,-71.09902,Boston,02126,MA
3204,100%,,0.0,3,Entire home/apt,1.0,1.0,2.0,120.0,$30.00,$200.00,2,28,17,42.3878,-71.00412,Boston,02128,MA
3205,90%,,3.0,4,Private room,1.0,1.0,2.0,150.0,$75.00,$100.00,91,1125,0,42.27922,-71.09719,Boston,02126,MA
3206,100%,,0.0,2,Private room,1.0,1.0,1.0,69.0,$10.00,$0.00,1,1125,15,42.354690000000005,-71.16915999999999,Brighton ,02135,MA
3207,100%,,29.0,2,Entire home/apt,1.0,1.0,1.0,170.0,$95.00,$400.00,2,1125,0,42.36036,-71.06522,Boston,02114,MA
3208,100%,,29.0,2,Entire home/apt,1.0,1.0,1.0,150.0,$95.00,$400.00,2,1125,0,42.36043,-71.06478,Boston,02114,MA
3209,100%,,0.0,6,Entire home/apt,2.0,2.5,3.0,299.0,$85.00,$200.00,2,1125,5,42.34361,-71.06962,Boston,02118,MA
3210,100%,,1.0,5,Entire home/apt,2.0,1.0,3.0,95.0,$65.00,$0.00,1,5,13,42.37757,-71.03484,Boston,02128,MA
3211,100%,,1.0,4,Entire home/apt,2.0,1.0,3.0,100.0,$0.00,$0.00,29,180,0,42.335159999999995,-71.07423,Boston,02118,MA
3212,100%,,2.0,2,Private room,1.0,1.0,2.0,200.0,$150.00,$0.00,91,1125,0,42.320029999999996,-71.11117,Boston,02130,MA
3213,84%,,20.0,2,Entire home/apt,1.0,1.0,1.0,150.0,,,91,1125,0,42.32301,-71.09387,Boston,02119,MA
3214,100%,,440.0,5,Entire home/apt,2.0,2.0,1.0,319.0,$100.00,$0.00,29,1125,0,42.34324,-71.09987,Boston,02215,MA
3215,100%,,2.0,1,Private room,1.0,1.0,1.0,62.0,$100.00,$0.00,28,1125,0,42.3488,-71.15959000000001,Boston,02135,MA
3216,100%,,1.0,2,Entire home/apt,1.0,1.0,1.0,70.0,,,28,90,1,42.273309999999995,-71.10991999999999,Boston,02126,MA
3217,97%,,1068.0,4,Entire home/apt,2.0,1.5,2.0,108.0,$175.00,,92,1125,0,42.36647,-71.05403000000001,Boston,MA 02109,MA
3218,90%,,5.0,2,Private room,1.0,1.0,1.0,129.0,$0.00,$0.00,1,28,0,42.36712,-71.05055,Boston,02109,MA
3219,90%,,5.0,2,Private room,1.0,1.0,1.0,129.0,$0.00,$0.00,1,28,1,42.36646,-71.04982,Boston,02109,MA
3220,90%,,5.0,2,Private room,1.0,1.0,1.0,129.0,$0.00,$0.00,1,28,0,42.36696,-71.05148,Boston,02109,MA
3221,90%,,5.0,2,Private room,1.0,1.0,1.0,159.0,$0.00,$0.00,1,28,1,42.36683,-71.05086999999999,Boston,02109,MA
3222,90%,,5.0,2,Private room,1.0,1.0,1.0,209.0,$0.00,$0.00,1,28,0,42.36634,-71.05118,Boston,02109,MA
3223,100%,,4.0,5,Shared room,1.0,2.0,5.0,34.0,$30.00,,28,1125,0,42.32578,-71.10409,Boston,02130,MA
3224,100%,,440.0,5,Entire home/apt,2.0,2.0,3.0,359.0,$100.00,$0.00,29,1125,1,42.345459999999996,-71.10065999999999,Boston,02215,MA
3225,100%,,2.0,8,Entire home/apt,4.0,2.0,4.0,350.0,$250.00,"$1,000.00",91,1125,0,42.3499,-71.15034,Boston,02135,MA
3226,100%,,5.0,4,Entire home/apt,1.0,1.0,2.0,120.0,$100.00,$300.00,1,1125,6,42.28374,-71.13211,Boston,02131,MA
3227,100%,,3.0,1,Private room,1.0,1.0,1.0,115.0,$21.00,,91,99,2,42.34621,-71.07088,Boston,02116,MA
3228,97%,,1068.0,2,Entire home/apt,0.0,1.0,1.0,180.0,$150.00,,92,1125,0,42.33093,-71.09742,Boston,MA 02120,MA
3229,97%,,1068.0,4,Entire home/apt,2.0,1.0,2.0,239.0,$175.00,,92,1125,0,42.34405,-71.09663,Boston,MA 02215,MA
3230,97%,,1068.0,4,Entire home/apt,2.0,1.0,2.0,88.0,$175.00,,92,1125,0,42.36526,-71.05716,Boston,MA 02113,MA
3231,100%,,0.0,2,Entire home/apt,1.0,1.0,1.0,195.0,$80.00,$0.00,1,1125,4,42.33732,-71.07188000000001,Boston,02118,MA
3232,97%,,1068.0,4,Entire home/apt,2.0,1.0,2.0,111.0,$175.00,,92,1125,0,42.36472,-71.05112,Boston,MA 02113,MA
3233,99%,,12.0,2,Entire home/apt,1.0,1.0,0.0,124.0,$55.00,$300.00,2,180,12,42.34806,-71.06868,Boston,02116,MA
3234,100%,,7.0,6,Entire home/apt,2.0,2.0,3.0,189.0,$109.00,$0.00,1,1125,10,42.3793,-71.02948,Boston,02128,MA
3235,97%,,1068.0,4,Entire home/apt,2.0,1.0,2.0,198.0,$175.00,,92,1125,0,42.36313,-71.05261,Boston,MA 02113,MA
3236,100%,,29.0,4,Entire home/apt,2.0,1.0,2.0,110.0,$95.00,$500.00,30,1125,0,42.35188,-71.06339,Boston,02116,MA
3237,100%,,29.0,2,Entire home/apt,1.0,1.0,1.0,699.0,$95.00,$500.00,30,1125,0,42.3511,-71.06347,Boston,02116,MA
3238,100%,,0.0,4,Entire home/apt,1.0,1.0,2.0,150.0,$45.00,$0.00,2,4,4,42.36698,-71.05336,Boston,02113,MA
3239,100%,,29.0,2,Entire home/apt,0.0,1.0,1.0,87.0,$95.00,$500.00,30,1125,0,42.35102,-71.06342,Boston,02116,MA
3240,100%,,29.0,2,Entire home/apt,0.0,1.0,1.0,699.0,$95.00,$500.00,30,1125,1,42.35163,-71.0632,Boston,02116,MA
3241,100%,,29.0,2,Entire home/apt,1.0,1.0,1.0,699.0,$95.00,$500.00,30,1125,0,42.35147,-71.06394,Boston,02116,MA
3242,100%,,29.0,2,Entire home/apt,0.0,1.0,1.0,87.0,$95.00,$500.00,30,1125,1,42.35132,-71.06541999999999,Boston,02116,MA
3243,100%,,29.0,2,Entire home/apt,0.0,1.0,1.0,699.0,$95.00,$500.00,30,1125,1,42.35176,-71.06514,Boston,02116,MA
3244,100%,,0.0,4,Entire home/apt,2.0,1.0,2.0,100.0,$30.00,$0.00,1,1125,2,42.3532,-71.15759,Boston,02135,MA
3245,60%,,1.0,3,Entire home/apt,0.0,1.0,2.0,120.0,$30.00,$0.00,91,1125,3,42.32855,-71.11259,Boston,02130,MA
3246,100%,,0.0,2,Private room,1.0,1.0,1.0,100.0,$10.00,$0.00,1,30,11,42.3478,-71.13922,Boston,02134,MA
3247,100%,,4.0,5,Shared room,1.0,2.0,5.0,35.0,$30.00,,28,1125,0,42.3255,-71.10553,Boston,02130,MA
3248,100%,,5.0,8,Entire home/apt,4.0,2.0,4.0,225.0,$160.00,$0.00,31,1125,0,42.38438,-71.01561,Boston,02128,MA
3249,98%,,5.0,5,Entire home/apt,2.0,2.0,3.0,250.0,$150.00,$0.00,14,1125,2,42.343709999999994,-71.1011,Boston,02215,MA
3250,100%,,0.0,2,Private room,1.0,1.5,1.0,50.0,$10.00,$0.00,2,10,3,42.30227,-71.05634,Boston,02122,MA
3251,100%,,0.0,11,Entire home/apt,5.0,2.0,7.0,300.0,$230.00,$400.00,6,1125,3,42.35433,-71.1282,Boston,02134,MA
3252,,,0.0,4,Private room,1.0,1.0,3.0,250.0,,,91,1125,0,42.358109999999996,-71.05242,Boston,02109,MA
3253,,,0.0,4,Private room,1.0,1.0,2.0,375.0,,,1,1125,0,42.35866,-71.05399,Boston,02109,MA
